"video","frame","event_type","crop_path","matched","notes","source"
"AD146.avi","1329","touch_ues","crops\AD146.avi\ues\event_028_touch_ues_frame_1329_ues.jpg","True","metadata_exact","input"
"AD146.avi","1357","leave_ues","crops\AD146.avi\ues\event_017_leave_ues_frame_1357_ues.jpg","True","metadata_exact","input"
"AD146.avi","1430","before_onset","crops\AD146.avi\ues\event_005_before_onset_frame_1430_ues.jpg","True","metadata_exact","input"
"AD146.avi","1446","touch_ues","crops\AD146.avi\ues\event_029_touch_ues_frame_1446_ues.jpg","True","metadata_exact","input"
"AD146.avi","1467","leave_ues","crops\AD146.avi\ues\event_018_leave_ues_frame_1467_ues.jpg","True","metadata_exact","input"
"AD146.avi","2005","before_onset","crops\AD146.avi\ues\event_006_before_onset_frame_2005_ues.jpg","True","metadata_exact","input"
"AD146.avi","2020","touch_ues","crops\AD146.avi\ues\event_030_touch_ues_frame_2020_ues.jpg","True","metadata_exact","input"
"AD146.avi","2366","before_onset","crops\AD146.avi\ues\event_007_before_onset_frame_2366_ues.jpg","True","metadata_exact","input"
"AD146.avi","2389","touch_ues","crops\AD146.avi\ues\event_031_touch_ues_frame_2389_ues.jpg","True","metadata_exact","input"
"AD146.avi","2409","leave_ues","crops\AD146.avi\ues\event_019_leave_ues_frame_2409_ues.jpg","True","metadata_exact","input"
"AD146.avi","2649","before_onset","crops\AD146.avi\ues\event_008_before_onset_frame_2649_ues.jpg","True","metadata_exact","input"
"AD146.avi","2663","touch_ues","crops\AD146.avi\ues\event_032_touch_ues_frame_2663_ues.jpg","True","metadata_exact","input"
"AD146.avi","2696","leave_ues","crops\AD146.avi\ues\event_020_leave_ues_frame_2696_ues.jpg","True","metadata_exact","input"
"AD146.avi","3237","before_onset","crops\AD146.avi\ues\event_009_before_onset_frame_3237_ues.jpg","True","metadata_exact","input"
"AD146.avi","3253","touch_ues","crops\AD146.avi\ues\event_033_touch_ues_frame_3253_ues.jpg","True","metadata_exact","input"
"AD146.avi","3274","leave_ues","crops\AD146.avi\ues\event_021_leave_ues_frame_3274_ues.jpg","True","metadata_exact","input"
"AD146.avi","3416","before_onset","crops\AD146.avi\ues\event_010_before_onset_frame_3416_ues.jpg","True","metadata_exact","input"
"AD146.avi","3431","touch_ues","crops\AD146.avi\ues\event_034_touch_ues_frame_3431_ues.jpg","True","metadata_exact","input"
"AD146.avi","3462","leave_ues","crops\AD146.avi\ues\event_022_leave_ues_frame_3462_ues.jpg","True","metadata_exact","input"
"AD146.avi","3673","before_onset","crops\AD146.avi\ues\event_011_before_onset_frame_3673_ues.jpg","True","metadata_exact","input"
"AD146.avi","3693","touch_ues","crops\AD146.avi\ues\event_035_touch_ues_frame_3693_ues.jpg","True","metadata_exact","input"
"AD146.avi","3930","before_onset","crops\AD146.avi\ues\event_012_before_onset_frame_3930_ues.jpg","True","metadata_exact","input"
"AD146.avi","3944","touch_ues","crops\AD146.avi\ues\event_036_touch_ues_frame_3944_ues.jpg","True","metadata_exact","input"
"AD146.avi","3971","leave_ues","crops\AD146.avi\ues\event_023_leave_ues_frame_3971_ues.jpg","True","metadata_exact","input"
"AD146.avi","4172","before_onset","crops\AD146.avi\ues\event_013_before_onset_frame_4172_ues.jpg","True","metadata_exact","input"
"AD146.avi","4205","touch_ues","crops\AD146.avi\ues\event_037_touch_ues_frame_4205_ues.jpg","True","metadata_exact","input"
"AD146.avi","4223","leave_ues","crops\AD146.avi\ues\event_024_leave_ues_frame_4223_ues.jpg","True","metadata_exact","input"
"AD151.avi","436","before_onset","crops\AD151.avi\ues\event_000_before_onset_frame_436_ues.jpg","True","metadata_exact","input"
"AD151.avi","451","touch_ues","crops\AD151.avi\ues\event_022_touch_ues_frame_451_ues.jpg","True","metadata_exact","input"
"AD151.avi","462","leave_ues","crops\AD151.avi\ues\event_013_leave_ues_frame_462_ues.jpg","True","metadata_exact","input"
"AD151.avi","731","before_onset","crops\AD151.avi\ues\event_001_before_onset_frame_731_ues.jpg","True","metadata_exact","input"
"AD151.avi","744","touch_ues","crops\AD151.avi\ues\event_023_touch_ues_frame_744_ues.jpg","True","metadata_exact","input"
"AD151.avi","768","leave_ues","crops\AD151.avi\ues\event_014_leave_ues_frame_768_ues.jpg","True","metadata_exact","input"
"AD151.avi","940","before_onset","crops\AD151.avi\ues\event_002_before_onset_frame_940_ues.jpg","True","metadata_exact","input"
"AD151.avi","952","touch_ues","crops\AD151.avi\ues\event_024_touch_ues_frame_952_ues.jpg","True","metadata_exact","input"
"AD151.avi","984","leave_ues","crops\AD151.avi\ues\event_015_leave_ues_frame_984_ues.jpg","True","metadata_exact","input"
"AD151.avi","1135","before_onset","crops\AD151.avi\ues\event_003_before_onset_frame_1135_ues.jpg","True","metadata_exact","input"
"AD151.avi","1148","touch_ues","crops\AD151.avi\ues\event_025_touch_ues_frame_1148_ues.jpg","True","metadata_exact","input"
"AD151.avi","1175","leave_ues","crops\AD151.avi\ues\event_016_leave_ues_frame_1175_ues.jpg","True","metadata_exact","input"
"AD151.avi","1272","before_onset","crops\AD151.avi\ues\event_004_before_onset_frame_1272_ues.jpg","True","metadata_exact","input"
"AD151.avi","1288","touch_ues","crops\AD151.avi\ues\event_026_touch_ues_frame_1288_ues.jpg","True","metadata_exact","input"
"AD151.avi","1367","before_onset","crops\AD151.avi\ues\event_005_before_onset_frame_1367_ues.jpg","True","metadata_exact","input"
"AD151.avi","1410","before_onset","crops\AD151.avi\ues\event_006_before_onset_frame_1410_ues.jpg","True","metadata_exact","input"
"AD151.avi","1432","touch_ues","crops\AD151.avi\ues\event_027_touch_ues_frame_1432_ues.jpg","True","metadata_exact","input"
"AD151.avi","1471","leave_ues","crops\AD151.avi\ues\event_017_leave_ues_frame_1471_ues.jpg","True","metadata_exact","input"
"AD151.avi","1554","before_onset","crops\AD151.avi\ues\event_007_before_onset_frame_1554_ues.jpg","True","metadata_exact","input"
"AD151.avi","1569","touch_ues","crops\AD151.avi\ues\event_028_touch_ues_frame_1569_ues.jpg","True","metadata_exact","input"
"AD151.avi","1773","before_onset","crops\AD151.avi\ues\event_008_before_onset_frame_1773_ues.jpg","True","metadata_exact","input"
"AD151.avi","1794","touch_ues","crops\AD151.avi\ues\event_029_touch_ues_frame_1794_ues.jpg","True","metadata_exact","input"
"AD151.avi","1835","leave_ues","crops\AD151.avi\ues\event_018_leave_ues_frame_1835_ues.jpg","True","metadata_exact","input"
"AD151.avi","1913","before_onset","crops\AD151.avi\ues\event_009_before_onset_frame_1913_ues.jpg","True","metadata_exact","input"
"AD151.avi","1954","touch_ues","crops\AD151.avi\ues\event_030_touch_ues_frame_1954_ues.jpg","True","metadata_exact","input"
"AD151.avi","1985","leave_ues","crops\AD151.avi\ues\event_019_leave_ues_frame_1985_ues.jpg","True","metadata_exact","input"
"AD151.avi","2052","before_onset","crops\AD151.avi\ues\event_010_before_onset_frame_2052_ues.jpg","True","metadata_exact","input"
"AD151.avi","2066","touch_ues","crops\AD151.avi\ues\event_031_touch_ues_frame_2066_ues.jpg","True","metadata_exact","input"
"AD151.avi","2119","leave_ues","crops\AD151.avi\ues\event_020_leave_ues_frame_2119_ues.jpg","True","metadata_exact","input"
"AD151.avi","2258","before_onset","crops\AD151.avi\ues\event_011_before_onset_frame_2258_ues.jpg","True","metadata_exact","input"
"AD151.avi","2274","touch_ues","crops\AD151.avi\ues\event_032_touch_ues_frame_2274_ues.jpg","True","metadata_exact","input"
"AD151.avi","2313","leave_ues","crops\AD151.avi\ues\event_021_leave_ues_frame_2313_ues.jpg","True","metadata_exact","input"
"AD151.avi","2386","before_onset","crops\AD151.avi\ues\event_012_before_onset_frame_2386_ues.jpg","True","metadata_exact","input"
"AD162.avi","349","before_onset","crops\AD162.avi\ues\event_000_before_onset_frame_349_ues.jpg","True","metadata_exact","input"
"AD162.avi","365","touch_ues","crops\AD162.avi\ues\event_029_touch_ues_frame_365_ues.jpg","True","metadata_exact","input"
"AD162.avi","399","leave_ues","crops\AD162.avi\ues\event_017_leave_ues_frame_399_ues.jpg","True","metadata_exact","input"
"AD162.avi","723","before_onset","crops\AD162.avi\ues\event_001_before_onset_frame_723_ues.jpg","True","metadata_exact","input"
"AD162.avi","734","touch_ues","crops\AD162.avi\ues\event_030_touch_ues_frame_734_ues.jpg","True","metadata_exact","input"
"AD162.avi","745","leave_ues","crops\AD162.avi\ues\event_018_leave_ues_frame_745_ues.jpg","True","metadata_exact","input"
"AD162.avi","947","before_onset","crops\AD162.avi\ues\event_002_before_onset_frame_947_ues.jpg","True","metadata_exact","input"
"AD162.avi","1100","before_onset","crops\AD162.avi\ues\event_003_before_onset_frame_1100_ues.jpg","True","metadata_exact","input"
"AD162.avi","1119","touch_ues","crops\AD162.avi\ues\event_031_touch_ues_frame_1119_ues.jpg","True","metadata_exact","input"
"AD162.avi","1135","leave_ues","crops\AD162.avi\ues\event_019_leave_ues_frame_1135_ues.jpg","True","metadata_exact","input"
"AD162.avi","1591","before_onset","crops\AD162.avi\ues\event_004_before_onset_frame_1591_ues.jpg","True","metadata_exact","input"
"AD162.avi","1596","touch_ues","crops\AD162.avi\ues\event_032_touch_ues_frame_1596_ues.jpg","True","metadata_exact","input"
"AD162.avi","1611","leave_ues","crops\AD162.avi\ues\event_020_leave_ues_frame_1611_ues.jpg","True","metadata_exact","input"
"AD162.avi","1889","before_onset","crops\AD162.avi\ues\event_005_before_onset_frame_1889_ues.jpg","True","metadata_exact","input"
"AD162.avi","1908","touch_ues","crops\AD162.avi\ues\event_033_touch_ues_frame_1908_ues.jpg","True","metadata_exact","input"
"AD162.avi","1923","leave_ues","crops\AD162.avi\ues\event_021_leave_ues_frame_1923_ues.jpg","True","metadata_exact","input"
"AD162.avi","2061","before_onset","crops\AD162.avi\ues\event_006_before_onset_frame_2061_ues.jpg","True","metadata_exact","input"
"AD162.avi","2071","touch_ues","crops\AD162.avi\ues\event_034_touch_ues_frame_2071_ues.jpg","True","metadata_exact","input"
"AD162.avi","2091","leave_ues","crops\AD162.avi\ues\event_022_leave_ues_frame_2091_ues.jpg","True","metadata_exact","input"
"AD162.avi","2275","before_onset","crops\AD162.avi\ues\event_007_before_onset_frame_2275_ues.jpg","True","metadata_exact","input"
"AD162.avi","2290","touch_ues","crops\AD162.avi\ues\event_035_touch_ues_frame_2290_ues.jpg","True","metadata_exact","input"
"AD162.avi","2317","leave_ues","crops\AD162.avi\ues\event_023_leave_ues_frame_2317_ues.jpg","True","metadata_exact","input"
"AD162.avi","2413","before_onset","crops\AD162.avi\ues\event_008_before_onset_frame_2413_ues.jpg","True","metadata_exact","input"
"AD162.avi","2427","touch_ues","crops\AD162.avi\ues\event_036_touch_ues_frame_2427_ues.jpg","True","metadata_exact","input"
"AD162.avi","2460","leave_ues","crops\AD162.avi\ues\event_024_leave_ues_frame_2460_ues.jpg","True","metadata_exact","input"
"AD162.avi","2558","before_onset","crops\AD162.avi\ues\event_009_before_onset_frame_2558_ues.jpg","True","metadata_exact","input"
"AD162.avi","2670","before_onset","crops\AD162.avi\ues\event_010_before_onset_frame_2670_ues.jpg","True","metadata_exact","input"
"AD162.avi","2692","touch_ues","crops\AD162.avi\ues\event_037_touch_ues_frame_2692_ues.jpg","True","metadata_exact","input"
"AD162.avi","2719","leave_ues","crops\AD162.avi\ues\event_025_leave_ues_frame_2719_ues.jpg","True","metadata_exact","input"
"AD162.avi","2850","before_onset","crops\AD162.avi\ues\event_011_before_onset_frame_2850_ues.jpg","True","metadata_exact","input"
"AD162.avi","2877","touch_ues","crops\AD162.avi\ues\event_038_touch_ues_frame_2877_ues.jpg","True","metadata_exact","input"
"AD162.avi","3051","before_onset","crops\AD162.avi\ues\event_012_before_onset_frame_3051_ues.jpg","True","metadata_exact","input"
"AD162.avi","3065","touch_ues","crops\AD162.avi\ues\event_039_touch_ues_frame_3065_ues.jpg","True","metadata_exact","input"
"AD162.avi","3072","leave_ues","crops\AD162.avi\ues\event_026_leave_ues_frame_3072_ues.jpg","True","metadata_exact","input"
"AD162.avi","3233","before_onset","crops\AD162.avi\ues\event_013_before_onset_frame_3233_ues.jpg","True","metadata_exact","input"
"AD162.avi","3249","touch_ues","crops\AD162.avi\ues\event_040_touch_ues_frame_3249_ues.jpg","True","metadata_exact","input"
"AD162.avi","3267","leave_ues","crops\AD162.avi\ues\event_027_leave_ues_frame_3267_ues.jpg","True","metadata_exact","input"
"AD162.avi","3448","before_onset","crops\AD162.avi\ues\event_014_before_onset_frame_3448_ues.jpg","True","metadata_exact","input"
"AD162.avi","3473","touch_ues","crops\AD162.avi\ues\event_041_touch_ues_frame_3473_ues.jpg","True","metadata_exact","input"
"AD162.avi","3537","before_onset","crops\AD162.avi\ues\event_015_before_onset_frame_3537_ues.jpg","True","metadata_exact","input"
"AD162.avi","3550","touch_ues","crops\AD162.avi\ues\event_042_touch_ues_frame_3550_ues.jpg","True","metadata_exact","input"
"AD162.avi","3569","leave_ues","crops\AD162.avi\ues\event_028_leave_ues_frame_3569_ues.jpg","True","metadata_exact","input"
"AD162.avi","3735","before_onset","crops\AD162.avi\ues\event_016_before_onset_frame_3735_ues.jpg","True","metadata_exact","input"
"AD169.avi","55","before_onset","crops\AD169.avi\ues\event_000_before_onset_frame_55_ues.jpg","True","metadata_exact","input"
"AD169.avi","232","before_onset","crops\AD169.avi\ues\event_001_before_onset_frame_232_ues.jpg","True","metadata_exact","input"
"AD169.avi","244","touch_ues","crops\AD169.avi\ues\event_054_touch_ues_frame_244_ues.jpg","True","metadata_exact","input"
"AD169.avi","259","leave_ues","crops\AD169.avi\ues\event_029_leave_ues_frame_259_ues.jpg","True","metadata_exact","input"
"AD169.avi","573","before_onset","crops\AD169.avi\ues\event_002_before_onset_frame_573_ues.jpg","True","metadata_exact","input"
"AD169.avi","583","touch_ues","crops\AD169.avi\ues\event_055_touch_ues_frame_583_ues.jpg","True","metadata_exact","input"
"AD169.avi","608","leave_ues","crops\AD169.avi\ues\event_030_leave_ues_frame_608_ues.jpg","True","metadata_exact","input"
"AD169.avi","732","before_onset","crops\AD169.avi\ues\event_003_before_onset_frame_732_ues.jpg","True","metadata_exact","input"
"AD169.avi","750","touch_ues","crops\AD169.avi\ues\event_056_touch_ues_frame_750_ues.jpg","True","metadata_exact","input"
"AD169.avi","782","leave_ues","crops\AD169.avi\ues\event_031_leave_ues_frame_782_ues.jpg","True","metadata_exact","input"
"AD169.avi","849","before_onset","crops\AD169.avi\ues\event_004_before_onset_frame_849_ues.jpg","True","metadata_exact","input"
"AD169.avi","866","touch_ues","crops\AD169.avi\ues\event_057_touch_ues_frame_866_ues.jpg","True","metadata_exact","input"
"AD169.avi","926","before_onset","crops\AD169.avi\ues\event_005_before_onset_frame_926_ues.jpg","True","metadata_exact","input"
"AD169.avi","941","touch_ues","crops\AD169.avi\ues\event_058_touch_ues_frame_941_ues.jpg","True","metadata_exact","input"
"AD169.avi","975","leave_ues","crops\AD169.avi\ues\event_032_leave_ues_frame_975_ues.jpg","True","metadata_exact","input"
"AD169.avi","1151","touch_ues","crops\AD169.avi\ues\event_059_touch_ues_frame_1151_ues.jpg","True","metadata_exact","input"
"AD169.avi","1168","leave_ues","crops\AD169.avi\ues\event_033_leave_ues_frame_1168_ues.jpg","True","metadata_exact","input"
"AD169.avi","1308","before_onset","crops\AD169.avi\ues\event_006_before_onset_frame_1308_ues.jpg","True","metadata_exact","input"
"AD169.avi","1327","touch_ues","crops\AD169.avi\ues\event_060_touch_ues_frame_1327_ues.jpg","True","metadata_exact","input"
"AD169.avi","1353","leave_ues","crops\AD169.avi\ues\event_034_leave_ues_frame_1353_ues.jpg","True","metadata_exact","input"
"AD169.avi","1591","before_onset","crops\AD169.avi\ues\event_007_before_onset_frame_1591_ues.jpg","True","metadata_exact","input"
"AD169.avi","1605","touch_ues","crops\AD169.avi\ues\event_061_touch_ues_frame_1605_ues.jpg","True","metadata_exact","input"
"AD169.avi","1623","leave_ues","crops\AD169.avi\ues\event_035_leave_ues_frame_1623_ues.jpg","True","metadata_exact","input"
"AD169.avi","1785","before_onset","crops\AD169.avi\ues\event_008_before_onset_frame_1785_ues.jpg","True","metadata_exact","input"
"AD169.avi","1799","touch_ues","crops\AD169.avi\ues\event_062_touch_ues_frame_1799_ues.jpg","True","metadata_exact","input"
"AD169.avi","1826","leave_ues","crops\AD169.avi\ues\event_036_leave_ues_frame_1826_ues.jpg","True","metadata_exact","input"
"AD169.avi","1957","before_onset","crops\AD169.avi\ues\event_009_before_onset_frame_1957_ues.jpg","True","metadata_exact","input"
